,X,Y,theta,radius,divergence,Y_c,X_c,red,farred,ratio_Neuron,Neuron,fish_Neuron
121,55.065,163.674,3.1522914021827653,123.9420933379778,0.34770859781723473,-1.3259999999999934,-123.935,103.565,120.0,0.33647588759238084,121,fish3p2_121
71,71.534,85.741,3.5897098835239243,113.69138154231392,0.08970988352392428,-49.259,-102.466,105.828,127.034,0.33587544650258483,71,fish5p1_71
201,45.0,150.0,3.0258334358689827,129.86916493148019,0.4741665641310173,15.0,-129.0,96.625,107.938,0.33559658372405204,201,fish5p1_201
56,100.912,98.353,3.848106932847103,102.66235119555756,0.34810693284710315,-66.647,-78.088,109.353,132.265,0.33498938408212453,56,fish3p2_56
74,82.733,88.6,3.611936415575634,102.38469264982925,0.11193641557563394,-46.400000000000006,-91.267,111.3,138.667,0.3345922426296365,74,fish5p1_74
184,130.0,56.5,4.201512836110006,89.99027725260102,0.7015128361100063,-78.5,-44.0,102.029,119.353,0.3341901088875178,184,fish5p1_184
100,54.625,134.833,3.379546168249348,127.98120375273862,0.12045383175065183,-30.167,-124.375,99.917,112.75,0.33338980481672037,100,fish3p2_100
209,71.0,187.0,2.6740690950063,115.3819743287486,0.8259309049937,52.0,-103.0,97.219,109.375,0.3331514413434469,209,fish5p1_209
31,144.1,56.35,4.572554723679813,92.55340350305872,1.0725547236798132,-91.65,-12.900000000000006,101.65,117.05,0.3325561418578969,31,fish4_plane1_31
12,130.167,36.375,4.294167473120945,107.92693136562347,0.7941674731209449,-98.625,-43.833,98.25,111.667,0.3318011135569079,12,fish5p1_12
95,61.591,121.591,3.26031923497268,113.20593872231261,0.23968076502732005,-13.409000000000006,-112.40899999999999,103.227,122.318,0.33086134330531075,95,fish5p1_95
67,87.244,134.218,3.461760503266666,81.91890538819473,0.03823949673333393,-25.78200000000001,-77.756,125.179,164.641,0.3308457418952788,67,fish7p2_67
106,20.0,156.5,2.978812236993275,138.83533411923636,0.5211877630067252,22.5,-137.0,90.794,96.176,0.3308351621050886,106,fish9_106
104,76.926,209.222,2.4888331747605057,100.79671998631702,1.0111668252394943,61.22200000000001,-80.074,104.593,123.519,0.3307682897235811,104,fish4_plane1_104
83,35.147,104.971,3.3545773046909897,142.0630016929109,0.1454226953090103,-30.028999999999996,-138.853,98.706,112.765,0.33042801940716787,83,fish5p1_83
97,67.37,192.848,2.677650543731847,100.22414880656258,0.822349456268153,44.84800000000001,-89.63,105.5,125.565,0.33001422475106695,97,fish4_plane1_97
178,82.5,203.5,2.761979931288683,103.89658319694638,0.7380200687113172,38.5,-96.5,105.548,125.097,0.3299634549022527,178,fish3p2_178
102,73.375,195.833,2.7687967114366794,98.38264335745406,0.7312032885633206,35.833,-91.625,105.458,122.958,0.32970729627499995,102,fish7p2_102
186,56.0,127.5,3.4375186920540015,128.58946302088674,0.06248130794599849,-37.5,-123.0,95.769,104.308,0.32924858291298137,186,fish3p2_186
112,83.433,218.033,2.5232058256195184,100.10496779880606,0.9767941743804816,58.03299999999999,-81.567,107.967,128.4,0.3292011089523596,112,fish7p2_112
84,104.242,105.597,3.540495074965615,75.70148593653892,0.040495074965615,-29.403000000000006,-69.758,104.806,125.935,0.32913960721028424,84,fish5p1_84
67,76.5,117.0,3.3497148580339995,82.27545198903498,0.1502851419660005,-17.0,-80.5,112.625,143.0,0.3288559518295507,67,fish9_67
29,130.868,63.868,4.3557138513565485,74.8423599841694,0.8557138513565485,-70.132,-26.132000000000005,108.158,133.526,0.32842138963244905,29,fish9_29
57,121.526,98.295,4.001190585308052,88.05008632023026,0.501190585308052,-66.705,-57.474000000000004,123.641,164.487,0.3273655324128511,57,fish3p2_57
191,50.5,191.5,2.712527627203986,135.8105297832241,0.7874723727960138,56.5,-123.5,93.226,101.29,0.3267597884127201,191,fish5p1_191
63,75.45,107.9,3.45134009102448,85.62483576626585,0.04865990897551997,-26.099999999999994,-81.55,113.725,145.95,0.3265510438444098,63,fish9_63
105,39.154,134.423,3.1458715827276214,134.8472344729398,0.35412841727237865,-0.5769999999999982,-134.846,101.115,118.385,0.3263371362454432,105,fish5p1_105
79,54.419,151.338,2.974157404429843,104.03589671358633,0.5258425955701571,17.337999999999994,-102.581,117.568,154.324,0.3263341575765595,79,fish9_79
104,56.879,203.293,2.760730722921011,116.46645220835055,0.7392692770789888,43.293000000000006,-108.12100000000001,103.448,119.138,0.3263210640598489,104,fish7p2_104
39,122.125,58.75,4.1149881573103375,92.22298046040369,0.6149881573103375,-76.25,-51.875,101.312,118.844,0.32607630655875836,39,fish5p1_39
45,116.265,62.294,4.0412630071906035,92.84122285385948,0.5412630071906035,-72.706,-57.735,104.029,124.794,0.3256596390499003,45,fish5p1_45
102,114.017,135.017,3.573884295003455,71.56654650044251,0.07388429500345506,-29.983000000000004,-64.983,104.828,124.345,0.3247671173293704,102,fish3p2_102
58,104.844,72.625,3.875482032559239,93.12997885213977,0.3754820325592392,-62.375,-69.156,106.156,129.594,0.32459452501501773,58,fish5p1_58
107,55.289,207.868,2.609591067153417,118.0224764398714,0.890408932846583,59.867999999999995,-101.711,99.947,114.368,0.32430612395737257,107,fish4_plane1_107
22,160.824,68.635,4.666713988879398,91.46038596572835,1.1667139888793976,-91.365,-4.175999999999988,107.486,128.243,0.3242766189792654,22,fish7p2_22
91,53.395,176.079,2.998506607505145,112.75730692952895,0.5014933924948548,16.079000000000008,-111.60499999999999,100.842,113.737,0.3242501615688602,91,fish7p2_91
73,76.409,89.439,3.5783757485868817,107.70240481066335,0.07837574858688168,-45.56100000000001,-97.591,110.939,140.364,0.3230431029262446,73,fish5p1_73
40,85.344,74.875,3.8314657673143064,92.89966609735473,0.33146576731430644,-59.125,-71.656,111.281,141.562,0.3228121340894261,40,fish9_40
5,148.071,34.729,4.633723003687618,113.62238547927076,1.133723003687618,-113.271,-8.929000000000002,100.114,114.914,0.32272622264724704,5,fish4_plane1_5
38,117.5,55.326,4.09555526130774,97.6739283329999,0.59555526130774,-79.674,-56.5,102.87,122.826,0.32179878378670834,38,fish5p1_38
101,72.324,203.765,2.5592170046977167,101.38915228465025,0.9407829953022833,55.764999999999986,-84.676,109.029,134.765,0.3214845832098076,101,fish4_plane1_101
204,95.5,143.0,3.0400324522827153,78.90659034580065,0.45996754771728465,8.0,-78.5,97.882,111.941,0.3204820527455992,204,fish5p1_204
90,34.881,179.452,2.889518896338495,126.1042365069469,0.6104811036615052,31.451999999999998,-122.119,94.905,103.667,0.319611112415753,90,fish4_plane1_90
27,136.667,53.067,4.501394203987547,97.0860720082958,1.0013942039875472,-94.93299999999999,-20.333,103.033,121.833,0.319267435918816,27,fish4_plane1_27
47,126.357,62.69,4.129802446050356,86.59440830099828,0.6298024460503564,-72.31,-47.643,105.905,130.0,0.31907973874845186,47,fish5p1_47
84,85.121,122.362,3.5679175442644713,103.10802919753631,0.06791754426447127,-42.638000000000005,-93.879,109.345,135.828,0.3165998297767929,84,fish3p2_84
124,132.5,66.5,4.377859568910161,98.98737293210685,0.8778595689101607,-93.5,-32.5,104.405,122.73,0.31638791300083086,124,fish7p2_124
118,90.0,102.5,3.5810757827905286,74.03546447480423,0.08107578279052863,-31.5,-67.0,99.192,115.846,0.3162123551012971,118,fish9_118
64,134.443,103.5,4.085405934753269,75.94456036478188,0.5854059347532692,-61.5,-44.55699999999999,111.686,141.229,0.31610475766127033,64,fish3p2_64
127,64.581,173.284,2.8050208317991534,115.92317377038984,0.6949791682008466,38.28399999999999,-109.419,110.595,141.216,0.31578653137949586,127,fish5p1_127
88,50.614,173.614,2.905324687384233,109.42603891213462,0.5946753126157671,25.614000000000004,-106.386,105.743,128.543,0.3154947006260539,88,fish4_plane1_88
53,143.46,67.66,4.286612131751779,73.94164726323048,0.7866121317517791,-67.34,-30.539999999999992,106.52,132.24,0.3143885380593467,53,fish5p1_53
131,53.5,193.0,2.7314653130483024,112.85942583586007,0.7685346869516976,45.0,-103.5,98.188,111.625,0.3132510666310607,131,fish4_plane1_131
107,55.0,209.0,2.722525153889973,120.42009799032718,0.7774748461100272,49.0,-110.0,107.562,130.531,0.3129208143004251,107,fish7p2_107
63,140.371,102.565,4.158327442954164,73.41885906223277,0.6583274429541639,-62.435,-38.62899999999999,105.903,128.71,0.3128233383703655,63,fish3p2_63
118,41.125,159.625,2.958347092677919,135.13754567106804,0.541652907322081,24.625,-132.875,100.625,119.0,0.3127903375658099,118,fish5p1_118
138,76.5,67.0,3.9300867823277907,114.19829245658623,0.43008678232779074,-81.0,-80.5,93.235,100.324,0.31224347085828974,138,fish4_plane1_138
59,130.333,72.7,4.101049234412999,76.07954317028987,0.601049234412999,-62.3,-43.667,104.767,128.633,0.3120992195192774,59,fish5p1_59
160,106.5,61.0,3.9728949426612283,100.16112020140349,0.47289494266122833,-74.0,-67.5,97.25,111.375,0.3114478114478115,160,fish5p1_160
28,101.421,63.158,4.047140820105106,90.04229120252327,0.5471408201051062,-70.842,-55.57899999999999,110.474,142.605,0.3112489126508936,28,fish9_28
60,100.328,74.983,3.8252037636132483,95.02422782111938,0.3252037636132483,-60.016999999999996,-73.672,105.586,130.69,0.31116081065300244,60,fish5p1_60
185,143.0,63.0,4.305822153790148,78.39005038906404,0.8058221537901478,-72.0,-31.0,99.031,115.531,0.31109256068293156,185,fish5p1_185
207,82.0,231.5,2.3323263446486515,133.3276040435738,1.1676736553513485,96.5,-92.0,91.077,97.154,0.31007830056533614,207,fish5p1_207
108,83.875,142.75,3.0558119970295983,90.45760401978376,0.44418800297040173,7.75,-90.125,108.225,137.15,0.3094755365135228,108,fish5p1_108
99,47.797,195.176,2.630948749928194,125.17107567245716,0.8690512500718062,61.17599999999999,-109.203,130.757,190.378,0.3093959392863094,99,fish9_99
72,116.379,88.076,3.8250260866409262,74.3104394886748,0.32502608664092625,-46.92400000000001,-57.620999999999995,111.273,144.333,0.3091578361475424,72,fish5p1_72
62,61.74,107.46,3.4133081599277046,98.88801342933327,0.08669184007229536,-26.540000000000006,-95.25999999999999,105.6,131.8,0.30895334174022687,62,fish9_62
43,134.455,79.773,4.230775779076313,96.16599479025837,0.7307757790763132,-85.227,-44.54499999999999,102.273,120.955,0.30868282742826464,43,fish3p2_43
57,92.035,102.198,3.755683668806586,79.48757405406207,0.255683668806586,-45.80200000000001,-64.965,108.651,136.628,0.30846287893683805,57,fish4_plane1_57
127,89.0,173.5,3.0474275228582846,90.4004977862401,0.45257247714171545,8.5,-90.0,109.974,139.026,0.3084413230761201,127,fish3p2_127
134,83.25,184.111,2.6455554929152374,103.18649534217158,0.8544445070847626,49.11099999999999,-90.75,111.222,144.583,0.30764624523732553,134,fish5p1_134
137,97.409,191.955,2.502183896890505,95.44659923747939,0.997816103109495,56.95500000000001,-76.591,99.273,116.636,0.30648393086779563,137,fish5p1_137
192,61.0,186.0,2.7176353810858975,123.97580409095961,0.7823646189141025,51.0,-113.0,99.969,118.312,0.30623706315355853,192,fish5p1_192
57,94.375,99.6,3.643899350987674,71.45103655651191,0.1438993509876738,-34.400000000000006,-62.625,113.475,151.325,0.305099802892757,57,fish9_57
104,94.0,131.75,3.1821953266548113,80.06598840956127,0.3178046733451887,-3.25,-80.0,106.95,135.2,0.30439322142799785,104,fish5p1_104
194,88.0,199.0,2.5018228707631676,107.20074626605917,0.9981771292368324,64.0,-86.0,94.594,105.781,0.30365267365396276,194,fish5p1_194
42,93.8,61.167,3.885679036527144,109.010787947799,0.3856790365271441,-73.833,-80.2,98.867,116.067,0.3031469594641718,42,fish5p1_42
98,74.808,192.769,2.6428368627147574,93.59374030884759,0.8571631372852426,44.769000000000005,-82.192,99.192,115.115,0.3030783271125587,98,fish4_plane1_98
20,114.5,57.0,4.208051374554321,87.95027003938078,0.7080513745543211,-77.0,-42.5,101.65,123.6,0.30279578214182074,20,fish9_20
47,57.947,87.421,3.5811527221037687,109.45821143249144,0.08115272210376867,-46.57899999999999,-99.053,106.605,135.579,0.30246537538441215,47,fish9_47
102,43.833,131.375,3.1694342978111902,130.21746624013232,0.33056570218880976,-3.625,-130.167,100.083,119.083,0.3023947824824752,102,fish5p1_102
87,74.438,107.719,3.4090383896485386,103.23199506451475,0.09096161035146144,-27.281000000000006,-99.562,106.219,133.938,0.30196353366448386,87,fish5p1_87
98,45.0,132.0,3.3830563927034185,138.00362314084367,0.11694360729658149,-33.0,-134.0,98.375,112.625,0.3010970201509375,98,fish3p2_98
51,120.469,88.594,4.058693239984897,96.24840152958386,0.5586932399848967,-76.406,-58.531000000000006,101.406,120.094,0.3001696220593726,51,fish3p2_51
64,63.5,76.881,3.6257949073412443,124.85218524719541,0.12579490734124432,-58.119,-110.5,99.619,118.381,0.2991649951980143,64,fish5p1_64
69,136.833,108.426,4.071875416452045,70.55971488746252,0.5718754164520448,-56.574,-42.167,104.222,127.148,0.2989726066975102,69,fish3p2_69
44,78.409,61.409,3.7976789614726125,120.6369535507259,0.2976789614726125,-73.59100000000001,-95.591,97.364,112.955,0.2983819058968984,44,fish5p1_44
130,37.5,222.5,2.6858188976130877,141.99471821162928,0.8141811023869123,62.5,-127.5,93.412,98.804,0.29823735032352483,130,fish7p2_130
97,110.0,131.375,3.595043966283851,76.75702329428884,0.09504396628385114,-33.625,-69.0,105.333,130.042,0.29801994922211644,97,fish3p2_97
107,37.0,161.0,2.920278211242002,123.0,0.5797217887579982,27.0,-120.0,99.056,118.083,0.2978550602964862,107,fish9_107
81,104.132,100.342,3.602075026650403,77.99175846203238,0.10207502665040291,-34.658,-69.868,106.342,135.079,0.2978235595939389,81,fish5p1_81
135,46.086,188.776,2.7436183496050632,138.7582414561384,0.7563816503949368,53.77600000000001,-127.914,97.345,113.0,0.2975119784785342,135,fish5p1_135
56,84.093,70.944,3.760638512210731,110.39220889628035,0.26063851221073087,-64.056,-89.907,101.741,124.0,0.29635364883138615,56,fish5p1_56
61,112.646,74.939,3.91634179402054,85.85823802641188,0.41634179402054006,-60.06100000000001,-61.354,105.366,133.073,0.29583117555670635,61,fish5p1_61
91,87.176,114.059,3.3782616423276806,89.31367452411752,0.12173835767231944,-20.941000000000003,-86.824,105.088,132.441,0.29553685390226936,91,fish5p1_91
62,124.206,74.5,4.023755502769776,78.35618951939917,0.5237555027697756,-60.5,-49.794,106.412,135.735,0.29551020932240657,62,fish5p1_62
54,123.555,103.573,4.078889166486595,70.01210148252943,0.5788891664865954,-56.42700000000001,-41.44499999999999,114.327,151.036,0.2950672265148761,54,fish7p2_54
75,67.818,144.876,3.020239036135314,89.84273203771133,0.47976096386468603,10.876000000000005,-89.182,105.729,135.118,0.2950170544351251,75,fish9_75
30,157.155,74.328,4.621073467365611,86.0304342020892,1.121073467365611,-85.672,-7.844999999999999,105.207,128.414,0.294657764419281,30,fish7p2_30
88,98.46,108.1,3.4836938219287386,80.18666722092895,0.016306178071261446,-26.900000000000006,-75.54,102.0,125.08,0.2936241610738255,88,fish5p1_88
136,21.5,167.5,2.8992204137527247,139.57972632155432,0.6007795862472753,33.5,-135.5,91.143,98.905,0.29332086211124864,136,fish9_136
14,156.814,63.1,4.628110246061972,97.24515718533237,1.128110246061972,-96.9,-8.186000000000007,107.057,133.371,0.2930505872284753,14,fish7p2_14
93,81.25,115.25,3.3513970904539057,94.82945217599857,0.14860290954609434,-19.75,-92.75,106.8,137.8,0.29048207663782444,93,fish5p1_93
101,84.603,128.017,3.2195466057146285,89.66931413811528,0.2804533942853715,-6.983000000000004,-89.397,111.379,149.69,0.28959100024649737,101,fish5p1_101
117,73.342,157.395,2.9226723171843703,103.11919796526736,0.5773276828156297,22.39500000000001,-100.658,107.763,140.474,0.28952237524666474,117,fish5p1_117
172,111.0,78.5,4.046164510749764,110.02840542332693,0.5461645107497644,-86.5,-68.0,93.885,102.462,0.28920433945951984,172,fish3p2_172
151,26.0,198.5,2.7736517526757907,140.39675922185668,0.7263482473242093,50.5,-131.0,90.077,93.577,0.2883479427679657,151,fish4_plane1_151
160,85.167,247.5,2.420376657971954,124.94351479368588,1.079623342028046,82.5,-93.833,126.5,186.278,0.2883339181375765,160,fish3p2_160
132,87.225,179.676,2.6661367347486986,97.60043852872793,0.8338632652513014,44.67599999999999,-86.775,110.608,148.078,0.2882746872178841,132,fish5p1_132
128,76.85,173.825,2.7613968905959445,104.62075857591552,0.7386031094040555,38.82499999999999,-97.15,106.975,138.75,0.28825338954084534,128,fish5p1_128
85,92.786,107.986,3.4627077150476278,85.58895952165793,0.037292284952372245,-27.013999999999996,-81.214,104.657,132.8,0.2882267746183248,85,fish5p1_85
186,178.0,52.0,4.7605444934446055,83.09632964216891,1.2605444934446055,-83.0,4.0,90.583,96.639,0.28816225442618565,186,fish5p1_186
29,131.25,55.393,4.441183174650304,96.12033577240562,0.9411831746503037,-92.607,-25.75,104.464,130.607,0.2879232017116335,29,fish4_plane1_29
177,81.0,196.5,2.8305943729842524,102.9380881889692,0.6694056270157476,31.5,-98.0,109.75,143.409,0.2877491319681767,177,fish3p2_177
16,134.045,52.364,4.438279707017154,84.80193701207538,0.9382797070171538,-81.636,-22.955000000000013,103.045,129.909,0.2876817525886295,16,fish9_16
8,126.674,37.065,4.445541322337878,115.00539335613787,0.9455413223378777,-110.935,-30.325999999999993,96.217,109.565,0.2861090647613879,8,fish4_plane1_8
68,121.962,84.269,3.9142736596676833,72.67453340063491,0.41427365966768326,-50.730999999999995,-52.038,112.865,154.769,0.285320864052325,68,fish5p1_68
71,110.573,110.159,3.8172187262769928,87.69144547788,0.31721872627699277,-54.840999999999994,-68.427,107.756,138.927,0.28493930685104385,71,fish3p2_71
80,66.25,151.673,2.949256201276632,92.45483994361788,0.5507437987233681,17.673000000000002,-90.75,98.981,119.885,0.28487158723575134,80,fish9_80
107,73.014,141.329,3.079002461348372,101.18413134973291,0.42099753865162803,6.329000000000008,-100.986,106.2,137.743,0.2838295151505701,107,fish5p1_107
13,129.912,40.618,4.465285997170747,110.74589684498474,0.9652859971707466,-107.382,-27.087999999999994,95.824,108.765,0.2837973883585754,13,fish4_plane1_13
94,36.143,180.964,2.770959733399121,129.66121912507225,0.7290402666008791,46.964,-120.857,103.643,132.321,0.2836508857759764,94,fish9_94
84,33.477,164.5,3.1073914471135646,131.59996021655934,0.39260855288643537,4.5,-131.523,96.535,107.837,0.28361062959057853,84,fish7p2_84
198,53.0,196.5,2.6713553541423005,135.7322732440594,0.8286446458576995,61.5,-121.0,95.231,109.115,0.28220849318383157,198,fish5p1_198
208,66.0,217.0,2.492191908229729,135.60235986147143,1.0078080917702712,82.0,-108.0,92.821,102.75,0.28211295051173557,208,fish5p1_208
69,68.862,125.966,3.2324939601681417,88.50340219449194,0.2675060398318583,-8.034000000000006,-88.138,122.276,181.983,0.28201512227963,69,fish9_69
34,99.654,60.423,4.1326421779037625,104.68187352641336,0.6326421779037625,-87.577,-57.346000000000004,102.0,125.365,0.2815189873417723,34,fish4_plane1_34
154,78.5,220.5,2.395908697025584,106.85738158873257,1.1040913029744162,72.5,-78.5,94.484,105.452,0.28126321725645004,154,fish4_plane1_154
48,130.735,84.382,4.172935010901796,93.96154611861172,0.6729350109017957,-80.618,-48.264999999999986,109.559,144.676,0.2809326981741193,48,fish3p2_48
196,68.0,226.5,2.4294807255556243,140.0294611858519,1.0705192744443757,91.5,-106.0,90.5,96.654,0.2807726864330639,196,fish5p1_196
34,104.4,51.05,4.020175061864545,109.0493580907288,0.5201750618645447,-83.95,-69.6,97.8,116.1,0.2806414662084765,34,fish5p1_34
91,89.694,126.389,3.549668072291761,97.29527715670478,0.04966807229176107,-38.611000000000004,-89.306,109.056,143.528,0.2801988756806757,91,fish3p2_91
58,36.224,99.845,3.4171924323160963,125.51257387608622,0.08280756768390374,-34.155,-120.77600000000001,99.517,122.103,0.2800388660880951,58,fish9_58
13,160.0,49.7,4.7479611572941955,84.35336389261545,1.2479611572941955,-84.3,3.0,100.25,124.1,0.27982326951399117,13,fish9_13
124,77.532,167.565,3.116319130462679,101.50041501885596,0.38368086953732083,2.5649999999999977,-101.468,106.129,135.806,0.27979470912041815,124,fish3p2_124
176,66.0,201.0,2.833174642487297,118.59595271340417,0.6668253575127032,36.0,-113.0,96.906,111.156,0.27967308990027745,176,fish3p2_176
165,148.0,78.5,4.36826694377285,91.88715905935932,0.8682669437728503,-86.5,-31.0,108.423,142.154,0.27894892418750095,165,fish3p2_165
99,98.0,127.2,3.243866145201221,76.39921465564944,0.25613385479877904,-7.799999999999997,-76.0,110.425,150.275,0.2787185781313115,99,fish5p1_99
80,118.619,118.229,3.800651502114739,76.37664303960996,0.3006515021147389,-46.771,-60.381,112.034,152.0,0.2784466936990905,80,fish3p2_80
17,140.714,39.0,4.378631010211242,101.60687868446703,0.878631010211242,-96.0,-33.286,97.179,114.714,0.27836155159499143,17,fish5p1_17
38,150.776,74.845,4.408993250725541,94.46966815332844,0.9089932507255414,-90.155,-28.22399999999999,105.586,134.759,0.277929567913833,38,fish3p2_38
118,66.91,155.833,3.2231935473049003,112.4642253741162,0.27680645269509974,-9.167000000000002,-112.09,103.949,130.359,0.2778450925694794,118,fish3p2_118
93,62.833,181.917,2.930274066391982,104.49139092767403,0.569725933608018,21.917,-102.167,105.083,131.778,0.2765014837442358,93,fish7p2_93
125,42.0,221.0,2.5759895617163773,136.2130683891968,0.9240104382836227,73.0,-115.0,94.406,105.656,0.2761985686379288,125,fish4_plane1_125
215,55.0,189.5,2.712119768205182,130.88640112708424,0.7878802317948179,54.5,-119.0,94.765,108.471,0.2754534905026568,215,fish5p1_215
53,114.853,89.941,4.005218279323812,98.73546014477272,0.5052182793238122,-75.059,-64.147,108.265,142.794,0.27477967767985667,53,fish3p2_53
50,135.427,88.427,4.195046319891291,88.10238735698368,0.6950463198912908,-76.573,-43.57300000000001,119.024,172.902,0.27320494154617925,50,fish3p2_50
75,113.375,91.708,3.7617157419826444,74.495556169479,0.26171574198264436,-43.292,-60.625,107.167,143.208,0.2720332451960947,75,fish5p1_75
146,103.603,209.672,2.3267342804625235,102.62380422202249,1.1732657195374765,74.672,-70.397,100.448,124.586,0.2718544984406802,146,fish5p1_146
175,74.5,213.0,2.7110069227688163,114.99673908420186,0.7889930772311837,48.0,-104.5,99.529,119.353,0.27140963079367697,175,fish3p2_175
79,88.2,97.25,3.556079998831744,93.73741248829093,0.05607999883174397,-37.75,-85.8,108.05,145.95,0.2709642543415096,79,fish5p1_79
86,48.758,108.403,3.3508487433079615,128.03499120552942,0.14915125669203855,-26.596999999999994,-125.24199999999999,96.742,114.419,0.27076080627377147,86,fish5p1_86
110,85.086,145.948,3.341742892098026,95.82702176317491,0.1582571079019739,-19.051999999999992,-93.914,104.759,134.276,0.26976722308921175,110,fish3p2_110
117,72.821,153.679,3.2478131906415313,106.78082731464484,0.2521868093584687,-11.320999999999998,-106.179,103.071,129.679,0.269054853790002,117,fish3p2_117
130,79.875,180.2,2.989436113388372,100.28362590672516,0.510563886611628,15.199999999999989,-99.125,104.275,133.075,0.2690331217342489,130,fish3p2_130
210,80.0,195.5,2.569717683885862,111.78662710718129,0.930282316114138,60.5,-94.0,95.423,110.962,0.2685338262904854,210,fish5p1_210
92,94.567,127.567,3.558899026765407,92.35887059725233,0.058899026765407037,-37.43300000000001,-84.433,112.967,157.867,0.2681220188868743,92,fish3p2_92
21,128.342,59.342,4.345875921228705,79.96935618097723,0.8458759212287053,-74.658,-28.657999999999987,105.816,142.158,0.2678112887269504,21,fish9_21
22,136.5,59.922,4.442410161032893,76.86221493035444,0.9424101610328934,-74.078,-20.5,111.244,157.933,0.2667016014351428,22,fish9_22
133,61.0,230.5,2.54586393446154,125.64334443176845,0.9541360655384601,70.5,-104.0,93.462,100.885,0.2662533952510298,133,fish7p2_133
103,64.651,138.726,3.3674428377560224,117.32867031122446,0.13255716224397762,-26.274,-114.349,103.264,130.887,0.26579261460070874,103,fish3p2_103
67,99.794,82.882,3.7538887874198408,90.67974613991814,0.2538887874198408,-52.117999999999995,-74.206,104.529,137.382,0.2654915585281272,67,fish5p1_67
190,54.0,203.0,2.6260436461308143,137.92751719653333,0.8739563538691857,68.0,-120.0,92.031,101.562,0.265373702262688,190,fish5p1_190
123,67.439,164.652,2.8701952521188954,110.60961904373417,0.6298047478811046,29.651999999999987,-106.561,102.242,130.909,0.26508185858826516,123,fish5p1_123
87,48.219,168.219,2.8368250625259166,114.0361605895253,0.6631749374740834,34.218999999999994,-108.781,107.062,146.656,0.26455877143840484,87,fish9_87
119,59.409,161.636,3.1697144450575623,119.63830397076013,0.3302855549424377,-3.3640000000000043,-119.59100000000001,100.136,122.318,0.2634391758656911,119,fish3p2_119
108,53.773,144.318,3.3052712085990605,126.92338891236713,0.19472879140093946,-20.681999999999988,-125.227,98.864,118.636,0.2634279849469724,108,fish3p2_108
200,54.0,143.5,3.0708774303698467,120.30066500231825,0.42912256963015327,8.5,-120.0,97.692,118.154,0.2628210690732384,200,fish5p1_200
31,133.864,75.167,4.36062660909447,90.36641181877258,0.8606266090944699,-84.833,-31.135999999999996,102.939,128.667,0.2627533116739139,31,fish7p2_31
35,127.891,60.739,4.390411537662251,91.98812967986684,0.890411537662251,-87.261,-29.108999999999995,111.739,157.326,0.26236083688212475,35,fish4_plane1_35
129,47.0,177.278,2.82023427641826,133.85226663751345,0.67976572358174,42.27799999999999,-127.0,97.056,116.444,0.2617764724926577,129,fish5p1_129
138,91.25,194.75,2.5162179277461454,102.06676736332938,0.9837820722538546,59.75,-82.75,96.85,115.85,0.26171817240869427,138,fish5p1_138
76,44.118,145.176,3.0429082147605344,113.43389660943505,0.4570917852394656,11.175999999999988,-112.882,106.265,145.206,0.2616712613549058,76,fish9_76
122,149.0,50.5,4.567297048471951,110.66277603602758,1.0672970484719508,-109.5,-16.0,94.923,105.538,0.260971492486184,122,fish7p2_122
41,158.95,58.75,4.517516756082605,77.72107178880127,1.017516756082605,-76.25,-15.050000000000011,99.3,123.3,0.259949390384173,41,fish5p1_41
26,162.214,60.929,4.783623502730447,73.2567869688536,1.283623502730447,-73.071,5.213999999999999,97.857,121.048,0.25934342826771184,26,fish9_26
40,95.5,85.435,3.96213408324638,101.93227764059822,0.46213408324637983,-74.565,-69.5,103.935,132.355,0.2592276419328393,40,fish7p2_40
37,132.804,80.565,4.327311251112747,85.71173572504526,0.8273112511127474,-79.435,-32.196,107.217,142.065,0.2592164053895626,37,fish7p2_37
131,79.3,179.0,2.7066432474811815,104.4226507995272,0.7933567525188185,44.0,-94.7,101.4,129.7,0.2588871715610512,131,fish5p1_131
121,151.0,45.0,4.591245966226767,115.84903970253703,1.0912459662267668,-115.0,-14.0,93.964,102.893,0.25887281256334294,121,fish7p2_121
87,48.633,122.967,3.453489763389908,136.97564666027313,0.046510236610092015,-42.033,-130.367,95.0,107.867,0.2588651025187984,87,fish3p2_87
39,131.948,74.224,4.315528010856776,64.81336960843804,0.8155280108567764,-59.775999999999996,-25.051999999999992,101.379,131.793,0.2578893619590134,39,fish9_39
65,118.633,79.0,3.932674665734092,78.74963294517633,0.43267466573409186,-56.0,-55.367000000000004,107.533,148.2,0.25776032367507395,65,fish5p1_65
18,136.5,64.0,4.423801618490613,100.14115038284712,0.9238016184906126,-96.0,-28.5,100.375,122.125,0.25753184974574894,18,fish7p2_18
76,91.625,93.719,3.6061478927464994,92.13990224652943,0.10614789274649938,-41.281000000000006,-82.375,106.5,145.344,0.25696585826596663,76,fish5p1_76
46,110.472,63.806,3.9838318836071687,95.41693990062772,0.48383188360716867,-71.194,-63.528000000000006,97.528,118.528,0.25679725737941744,46,fish5p1_46
213,74.5,218.5,2.443404415723255,129.89418770676386,1.056595584276745,83.5,-99.5,91.571,100.714,0.2563918465813223,213,fish5p1_213
82,36.278,153.537,2.9811490709867416,122.29266393778494,0.5188509290132584,19.537000000000006,-120.72200000000001,103.185,137.593,0.25626495873067956,82,fish9_82
